gender,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,sum_click
0.0,0.25,1.0,0.5,1.0,0.0,0.05,0.0054271273510647
0.0,0.5,0.0,0.0,1.0,0.0,0.15,0.0233656475267213
0.0,0.25,1.0,0.5,0.0,0.0,0.15,0.0255613555389841
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.2296379153202419
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0069599801143425
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.1477338636175325
0.0,0.75,0.0,0.5,0.0,0.0,0.15,0.0584555472698649
0.0,0.25,1.0,0.0,1.0,0.0,0.05,0.0048885574612643
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0142928163062391
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.020548512718535
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1058911260253542
1.0,0.25,1.0,0.5,0.0,0.0,0.15,0.033059905543127
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0137128179633772
0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0178142348164719
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.2400364570386941
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0187256607838263
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0024857071836937
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0478498632861048
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0129671058082691
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0072499792857734
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0162399536001325
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0294970585798326
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0070428370204656
0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0054685558041262
0.0,0.25,1.0,0.0,1.0,0.1666666666666666,0.15,0.0348413290247742
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0494655729555058
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.3402518849946143
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0169442373021791
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.028129919628801
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0223299362001822
0.0,0.5,1.0,0.5,0.0,0.3333333333333333,0.15,0.0182285193470875
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0002485707183693
0.0,0.25,0.0,0.0,1.0,0.0,0.1,0.00132571049797
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0048885574612643
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0024442787306321
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0196370867511807
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0055099842571878
0.0,0.75,0.0,0.5,0.0,0.1666666666666666,0.05,0.0094042588449747
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0636755323556218
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0180213770817797
0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0153285276327781
0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0099014002817134
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0196370867511807
0.0,0.5,0.0,0.5,0.0,0.1666666666666666,0.25,0.0544784157759549
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0106885408898831
0.0,0.75,0.0,0.0,0.0,0.0,0.15,0.0404755986411467
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.105435413041677
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0099014002817134
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0087828320490512
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0086585466898666
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0128013919960228
0.0,0.75,1.0,0.5,0.0,0.0,0.05,0.1300024857071837
0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0459027259922114
1.0,0.75,0.0,0.5,1.0,0.6666666666666666,0.25,0.0302013422818791
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0005385698898003
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0157013837103322
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.15,0.0181042339879028
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0175656640981025
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0088242605021128
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0095285442041594
0.0,0.75,1.0,0.0,0.0,0.0,0.1,0.0144171016654238
0.0,0.5,1.0,0.0,1.0,0.0,0.05,0.0596569724086502
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0432098765432098
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.1604523987074322
0.0,0.5,1.0,0.5,1.0,0.0,0.05,0.0212527964205816
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.05,0.0041842737592178
0.0,0.5,0.0,0.5,0.0,0.0,0.075,0.0702626563924103
1.0,0.5,1.0,0.5,0.0,0.0,0.15,0.0007871406081696
0.0,0.25,1.0,0.5,0.0,0.1666666666666666,0.15,0.0071671223796503
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1232082194050874
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0544369873228933
0.0,0.5,1.0,0.5,0.0,0.0,0.15,0.0153699560858397
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0206727980777197
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0181456624409644
1.0,0.25,0.0,0.0,1.0,0.0,0.05,0.0082028337061894
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0109785400613141
1.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0312370536084182
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0031899908857403
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0217085094042588
0.0,0.25,0.0,0.5,0.0,0.0,0.2,0.032769906371696
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0043085591184025
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.15,0.0038528461347253
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0077471207225122
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0627226779352059
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0082028337061894
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0062142679592344
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.018187090894026
0.0,0.75,0.0,0.5,1.0,0.0,0.075,0.5394813157676692
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0380727483635761
0.0,0.0,1.0,0.0,1.0,0.1666666666666666,0.05,0.0188913745960725
0.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0519927085922611
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.004639986742895
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0047228436490181
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0383213190819454
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0244842157593835
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0715469384373187
1.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0101913994531444
0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.15,0.0231585052614135
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0293313447675863
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0309884828900488
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0217085094042588
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0117656806694838
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0017814234816471
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0145413870246085
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0418013091391167
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0602783992045737
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0210870826083354
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0669069516944237
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0446598724003645
0.0,0.75,1.0,0.5,0.0,0.0,0.05,0.017897091722595
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.004349987571464
0.0,0.25,1.0,0.5,0.0,0.0,0.1,0.0134228187919463
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0209627972491507
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0506255696412296
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.1497224293644875
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0990554312701963
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0058828403347419
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.016861380396056
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0093214019388516
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0636755323556218
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.0279227773634932
0.0,0.25,1.0,0.0,0.0,0.0,0.075,0.2232993620018228
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.05,0.0140442455878697
0.0,0.75,0.0,0.5,0.0,0.0,0.15,0.028792774877786
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0219156516695666
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0136713895103156
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.111401110282542
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0134642472450078
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0741155025271356
0.0,0.5,1.0,0.0,0.0,0.0,0.25,0.0030657055265556
0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.01723423647361
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0725412213107962
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0123456790123456
1.0,0.75,0.0,0.5,0.0,0.0,0.15,0.0263484961471538
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0087414035959897
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0232413621675366
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.1,0.0348827574778357
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0222885077471207
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.103446847294722
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0648769574944071
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0923440218742232
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0394813157676692
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0344270444941585
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0137542464164388
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0135885326041925
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0181456624409644
0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.05,0.0167370950368713
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0021542795592012
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.216836523324219
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0552655563841246
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0394813157676692
0.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.15,0.0648355290413456
1.0,0.25,1.0,0.0,0.0,0.0,0.35,0.0490927168779517
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.263360676112354
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0333499047145579
0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.118029662772392
0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.15,0.0048885574612643
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0454884414615958
0.0,0.5,0.0,0.5,0.0,0.1666666666666666,0.15,0.0259756400695998
0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.15,0.0071671223796503
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.3040848454718701
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0572955505841411
1.0,0.75,1.0,0.0,0.0,0.0,0.15,0.0377413207390836
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0466484381473195
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0137956748695003
0.0,0.25,1.0,0.0,0.0,0.0,0.3666666666666666,0.0107299693429447
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0028585632612478
0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.2259922114508244
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0137956748695003
1.0,0.5,1.0,0.5,0.0,0.3333333333333333,0.05,0.0004557129836771
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0050542712735106
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0051371281796337
0.0,0.5,0.0,0.5,0.0,0.1666666666666666,0.05,0.0186842323307647
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1175739497887149
0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0210042257022122
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0302013422818791
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0022371364653243
0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0125528212776534
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0974811500538569
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0420084514044245
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0157428121633938
0.0,0.25,0.0,0.5,1.0,0.0,0.05,0.0179385201756566
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0537327036208468
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.021874223216505
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0339299030574198
0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.0793769160659541
0.0,0.25,1.0,0.0,1.0,0.0,0.05,0.0111442538735603
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.1505509984257187
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.007664263816389
0.0,0.25,0.0,0.5,0.0,0.1666666666666666,0.05,0.0502527135636755
0.0,0.75,0.0,0.5,0.0,0.0,0.15,0.0130085342613306
0.0,0.5,1.0,0.5,0.0,0.1666666666666666,0.05,0.0242770734940757
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0961140111028254
0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.191358024691358
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0093214019388516
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0269699229430773
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0507912834534758
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.007664263816389
1.0,0.75,0.0,0.0,0.0,0.1666666666666666,0.05,0.0332670478084348
0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.25,0.0579998342861877
0.0,0.75,1.0,0.0,0.0,0.0,0.15,0.0054685558041262
1.0,0.25,0.0,0.5,0.0,0.0,0.25,0.0584555472698649
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0257270693512304
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0659540972740077
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0091556881266053
