code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,sum_click,weighted_score
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,116,46.85714285714285
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,116,46.85714285714285
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,116,46.85714285714285
AAA,2013J,74372,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,150,N,Fail,116,46.85714285714285
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2992,65.8
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2992,65.8
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2992,65.8
AAA,2013J,75091,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,2992,65.8
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,680,69.5
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,680,69.5
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,680,69.5
AAA,2013J,77367,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,680,69.5
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,1494,69.0
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,1494,69.0
AAA,2013J,91265,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Pass,1494,69.0
AAA,2013J,94961,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,339,74.0
AAA,2013J,94961,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,339,74.0
AAA,2013J,94961,M,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,339,74.0
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,2839,60.6
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,2839,60.6
AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass,2839,60.6
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,744,68.7
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,744,68.7
AAA,2013J,100893,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,744,68.7
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,4104,71.6
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,4104,71.6
AAA,2013J,101781,M,South Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,4104,71.6
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1944,76.0
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1944,76.0
AAA,2013J,102806,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,1944,76.0
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,1150,77.1
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,1150,77.1
AAA,2013J,102952,M,London Region,HE Qualification,60-70%,0-35,0,60,N,Pass,1150,77.1
AAA,2013J,104476,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,4777,78.9
AAA,2013J,104476,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,4777,78.9
AAA,2013J,104476,M,Ireland,Post Graduate Qualification,,35-55,0,60,N,Pass,4777,78.9
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,465,58.6
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,465,58.6
AAA,2013J,106247,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,465,58.6
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,733,54.2
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,733,54.2
AAA,2013J,106577,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,733,54.2
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,998,63.7
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,998,63.7
AAA,2013J,110175,M,East Anglian Region,HE Qualification,80-90%,35-55,0,60,N,Pass,998,63.7
AAA,2013J,111717,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,2343,81.5
AAA,2013J,111717,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,2343,81.5
AAA,2013J,111717,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,2343,81.5
AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,3553,77.3
AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,3553,77.3
AAA,2013J,113295,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,3553,77.3
AAA,2013J,114017,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,757,72.3
AAA,2013J,114017,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,757,72.3
AAA,2013J,114017,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass,757,72.3
AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,1358,70.8
AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,1358,70.8
AAA,2013J,114999,M,Yorkshire Region,HE Qualification,60-70%,35-55,0,60,N,Pass,1358,70.8
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,1886,59.8
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,1886,59.8
AAA,2013J,116541,M,Wales,HE Qualification,0-10%,0-35,0,60,N,Pass,1886,59.8
AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,1108,74.2
AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,1108,74.2
AAA,2013J,116692,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,1108,74.2
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,284,59.0
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,284,59.0
AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,284,59.0
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,2041,70.7
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,2041,70.7
AAA,2013J,123044,M,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,2041,70.7
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,1321,69.4
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,1321,69.4
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,1321,69.4
AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1011,80.2
AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1011,80.2
AAA,2013J,129955,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,1011,80.2
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,520,67.3
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,520,67.3
AAA,2013J,132976,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,520,67.3
AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,2732,83.8
AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,2732,83.8
AAA,2013J,134143,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,2732,83.8
AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,287,58.0
AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,287,58.0
AAA,2013J,135400,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,Y,Withdrawn,287,58.0
AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,5528,81.7
AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,5528,81.7
AAA,2013J,137873,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,5528,81.7
AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,1823,72.0
AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,1823,72.0
AAA,2013J,141355,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,1823,72.0
AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,143,45.0
AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,143,45.0
AAA,2013J,141377,M,South West Region,A Level or Equivalent,90-100%,0-35,0,345,N,Withdrawn,143,45.0
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,2121,75.3
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,2121,75.3
AAA,2013J,142326,F,North Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,2121,75.3
AAA,2013J,144801,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,5645,70.6
AAA,2013J,144801,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,5645,70.6
AAA,2013J,144801,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,5645,70.6
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,452,53.2
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,452,53.2
AAA,2013J,145130,M,South West Region,HE Qualification,60-70%,0-35,0,120,N,Pass,452,53.2
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,597,48.8
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,597,48.8
AAA,2013J,146188,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,597,48.8
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,611,73.28571428571429
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,611,73.28571428571429
AAA,2013J,147756,M,North Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,611,73.28571428571429
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,155,52.0
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,155,52.0
AAA,2013J,147793,F,North Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,155,52.0
AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,1864,72.8
AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,1864,72.8
AAA,2013J,148993,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,1864,72.8
AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,270,49.6
AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,270,49.6
AAA,2013J,151358,F,London Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass,270,49.6
AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,1529,66.0
AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,1529,66.0
AAA,2013J,155550,M,London Region,A Level or Equivalent,0-10%,35-55,0,420,N,Pass,1529,66.0
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,4003,79.4
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,4003,79.4
AAA,2013J,155854,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,4003,79.4
AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,908,78.33333333333333
AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,908,78.33333333333333
AAA,2013J,155984,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,908,78.33333333333333
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1405,68.6
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1405,68.6
AAA,2013J,157568,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,1405,68.6
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,1185,67.0
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,1185,67.0
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,1185,67.0
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,466,70.4
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,466,70.4
AAA,2013J,164259,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,466,70.4
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1510,70.9
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1510,70.9
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,1510,70.9
AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,745,64.9
AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,745,64.9
AAA,2013J,168936,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,745,64.9
AAA,2013J,172112,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,1939,71.1
AAA,2013J,172112,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,1939,71.1
AAA,2013J,172112,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,1939,71.1
AAA,2013J,172797,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,1782,61.4
AAA,2013J,172797,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,1782,61.4
AAA,2013J,172797,F,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass,1782,61.4
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,6318,80.1
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,6318,80.1
AAA,2013J,174782,M,East Anglian Region,HE Qualification,90-100%,55<=,0,60,N,Pass,6318,80.1
AAA,2013J,175392,M,North Region,HE Qualification,,35-55,0,60,N,Pass,4447,81.7
AAA,2013J,175392,M,North Region,HE Qualification,,35-55,0,60,N,Pass,4447,81.7
AAA,2013J,175392,M,North Region,HE Qualification,,35-55,0,60,N,Pass,4447,81.7
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,2016,78.8
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,2016,78.8
AAA,2013J,175932,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Pass,2016,78.8
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,138,36.0
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,138,36.0
AAA,2013J,175991,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,138,36.0
AAA,2013J,180753,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,2012,51.7
AAA,2013J,180753,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,2012,51.7
AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,487,76.0
AAA,2013J,181316,F,South West Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,487,76.0
AAA,2013J,183096,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,1975,54.0
AAA,2013J,183096,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,1975,54.0
AAA,2013J,183947,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass,964,46.6
AAA,2013J,183947,M,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Pass,964,46.6
AAA,2013J,184271,M,South West Region,HE Qualification,80-90%,35-55,0,170,N,Pass,1312,58.7
