gender,highest_education,poverty,age,disability,num_of_prev_attempts,studied_credits,sum_click
0.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.1,0.0572541221310796
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.048305576269782
0.0,0.5,0.0,0.5,0.0,0.0,0.075,0.0391913165962383
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0137542464164388
1.0,0.75,1.0,0.0,0.0,0.0,0.1,0.0438313033391333
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0110199685143756
0.0,0.75,1.0,0.0,0.0,0.0,0.1,0.1199353716132239
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0160328113348247
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016198525147071
0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0352141851023282
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0492170022371364
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0294970585798326
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0065042671306653
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.2698235147899577
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0269699229430773
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0001657138122462
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0028585632612478
0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.1490181456624409
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0137542464164388
0.0,0.75,1.0,0.0,0.0,0.0,0.1,0.0551412710249399
0.0,0.5,1.0,0.0,1.0,0.0,0.05,0.0162399536001325
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.1963294390587455
0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0111028254204988
1.0,0.75,1.0,0.5,0.0,0.0,0.05,0.1312453392990305
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0227442207307979
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.015245670726655
0.0,0.75,1.0,0.5,1.0,0.0,0.1,0.0926754494987157
1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.2170436655895269
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0111028254204988
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0147071008368547
1.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0080785483470047
1.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0615626812494821
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1764023531361339
1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.020838511889966
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0336399038859889
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0438727317921948
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.129878200347999
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0594084016902808
0.0,0.5,0.0,0.5,1.0,0.0,0.05,0.0534841329024774
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0723340790454884
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0335984754329273
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1520009942828734
1.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0247742149308144
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0622255364984671
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0595741155025271
1.0,0.75,0.0,0.5,0.0,0.0,0.1,0.087248322147651
0.0,0.5,0.0,0.0,1.0,0.0,0.1,0.007001408567404
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0899411715966525
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0377413207390836
0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0113099676858066
1.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0875383213190819
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0731212196536581
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0152042422735935
0.0,0.75,0.0,0.0,0.0,0.0,0.075,0.0420498798574861
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0372441793023448
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0227027922777363
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0229099345430441
0.0,0.5,1.0,0.0,0.0,0.0,0.1,0.0523241362167536
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0623498218576518
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0050542712735106
1.0,0.75,1.0,0.5,0.0,0.0,0.1,0.0977711492252879
0.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.05,0.046317010522827
0.0,0.75,1.0,0.0,0.0,0.1666666666666666,0.05,0.0305741983594332
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0339299030574198
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0077471207225122
0.0,0.25,0.0,0.5,0.0,0.0,0.15,0.0009528544204159
0.0,0.75,1.0,0.5,0.0,0.0,0.05,0.2083022619935371
0.0,0.25,1.0,0.5,0.0,0.0,0.0,0.1087082608335404
0.0,0.25,1.0,0.5,0.0,0.1666666666666666,0.05,0.0029414201673709
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0240699312287679
1.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0901483138619604
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0040185599469715
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0823597646863866
0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0626812494821443
1.0,0.5,0.0,0.5,0.0,0.5,0.1,0.0184770900654569
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0181042339879028
1.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.15,0.1498052862706106
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.177810920540227
0.0,0.5,1.0,0.0,0.0,0.0,0.1,0.017524235645041
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.1065125528212776
0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0144585301184853
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.003314276244925
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.029082774049217
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1793437733035048
0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.1998094291159168
1.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0350898997431435
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0189742315021957
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1720937940177313
1.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0402270279227773
1.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0687298036291324
1.0,0.5,0.0,0.0,1.0,0.0,0.05,0.0693098019719943
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.0207970834369044
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.1220482227193636
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0195956582981191
0.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.25,0.0315270527798492
0.0,0.5,0.0,0.0,0.0,0.0,0.15,8.285690612312537e-05
1.0,0.25,0.0,0.0,1.0,0.3333333333333333,0.15,0.0293313447675863
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.2228436490181456
1.0,0.75,1.0,0.5,0.0,0.0,0.05,0.0324384787472035
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0026928494490015
1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0212942248736432
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1232910763112105
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0237799320573369
1.0,0.25,1.0,0.5,0.0,0.0,0.0,0.0415527384207473
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0565084099759715
1.0,0.25,1.0,0.0,1.0,0.0,0.05,0.0528627061065539
1.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.05,0.0064628386776037
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0140856740409313
1.0,0.75,0.0,0.5,0.0,0.0,0.05,0.2885077471207225
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0495070014085674
1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0230756483552904
0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0217499378573204
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1493495732869334
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0281713480818626
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0326456210125113
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.087911177396636
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0269284944900157
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0022371364653243
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.3164719529372773
1.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0379070345513298
0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0210456541552738
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.3033805617698235
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1742480735769326
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0407241693595161
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0200513712817963
0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.15,0.0175656640981025
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0271356367553235
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0210456541552738
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1002568564089816
1.0,0.5,0.0,0.0,0.0,0.0,0.1,0.131866766094954
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0623912503107133
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0875797497721435
1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0053856988980031
1.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.0,0.0071671223796503
0.0,0.5,0.0,0.5,1.0,0.0,0.05,0.0385284613472532
1.0,0.5,0.0,0.0,1.0,0.0,0.05,0.0262656392410307
0.0,0.25,1.0,0.5,1.0,0.0,0.05,0.0423813074819786
1.0,0.75,1.0,0.5,0.0,0.0,0.05,0.0729969342944734
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0080371198939431
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0280884911757395
0.0,0.5,1.0,0.0,1.0,0.0,0.05,0.0122628221062225
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0269699229430773
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1992294307730549
1.0,0.5,1.0,0.0,1.0,0.0,0.05,0.2155522412793106
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0868754660700969
0.0,0.5,0.0,0.5,1.0,0.0,0.05,0.031444195873726
1.0,0.25,0.0,0.5,0.0,0.0,0.1,0.2526307067694092
0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0320241942165879
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0253542132736763
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0455298699146573
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.15,0.0017814234816471
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0252299279144916
0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0113099676858066
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1107796834866186
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.005965697240865
0.0,0.25,1.0,0.0,1.0,0.0,0.05,0.1001739995028585
1.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.05,0.0
0.0,0.5,1.0,0.5,0.0,0.0,0.15,0.1270610655398127
1.0,0.25,0.0,0.0,0.0,0.0,0.15,0.1293396304581986
1.0,0.5,0.0,0.5,0.0,0.0,0.05,0.1125196785152042
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0065871240367884
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0813240533598475
0.0,0.75,1.0,0.0,0.0,0.1666666666666666,0.05,0.0054271273510647
0.0,0.75,1.0,0.5,0.0,0.1666666666666666,0.05,0.049631286767752
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0121799652000994
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0524898500289999
0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0431684480901483
1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0335156185268042
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0719612229679343
1.0,0.0,1.0,0.5,0.0,0.0,0.05,0.0060899826000497
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0224542215593669
0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0547269864943243
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0695583726903637
1.0,0.25,1.0,0.5,0.0,0.0,0.1,0.1119396801723423
1.0,0.75,1.0,0.0,0.0,0.0,0.15,0.00795426298782
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.049258430690198
1.0,0.5,0.0,0.5,1.0,0.5,0.05,0.0012014251387853
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0118485375756069
0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0024028502775706
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.15,0.0630126771066368
0.0,0.25,0.0,0.5,1.0,0.0,0.0,0.1552324136216753
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0229927914491672
1.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0321484795757726
1.0,0.5,0.0,1.0,0.0,0.0,0.05,0.0841411881680338
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0219985085756897
0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.5740740740740741
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0554726986494324
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0089899743143591
0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0482641478167205
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0156599552572706
0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.033059905543127
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0690198028005634
0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0315684812329107
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0329356201839423
1.0,0.25,0.0,0.5,1.0,0.0,0.15,0.0241113596818294
0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0840169028088491
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1516695666583809
0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0119728229347916
0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.15,0.0068771232082194
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0430441627309636
0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0494241445024442
1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0176485210042257
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0150799569144088
1.0,0.25,0.0,0.0,1.0,0.0,0.05,0.1033225619355373
1.0,0.75,1.0,0.5,0.0,0.0,0.05,0.09093545447013
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0802054851271853
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.034758472118651
0.0,0.25,1.0,0.5,0.0,0.0,0.15,0.0253542132736763
0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0093628303919131
1.0,0.5,1.0,0.5,0.0,0.0,0.05,0.104772557792692
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0132571049797
1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1116496810009114
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0318170519512801
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0021542795592012
1.0,0.5,1.0,0.0,0.0,0.0,0.1,0.0316513381390338
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0436241610738255
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.2178722346507581
1.0,0.5,0.0,0.0,0.0,0.0,0.25,0.0156185268042091
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.023489932885906
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0113513961388681
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0122628221062225
0.0,0.25,0.0,0.5,0.0,0.0,0.15,0.0507912834534758
0.0,0.5,1.0,0.0,0.0,0.0,0.25,0.0589526887066036
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.2864363244676444
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1757809263402104
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0263070676940923
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0044328444775872
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0242770734940757
1.0,0.25,1.0,0.5,0.0,0.0,0.2,0.0260170685226613
1.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.05,0.104772557792692
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.001035711326539
1.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0014914243102162
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.1875880354627558
0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0154942414450244
0.0,1.0,0.0,0.5,0.0,0.0,0.0333333333333333,0.1685723755074985
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0150385284613472
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1287182036622752
0.0,0.75,1.0,0.5,0.0,0.0,0.0,0.0300770569226945
1.0,1.0,0.0,0.5,0.0,0.0,0.05,0.1901980280056342
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0296627723920788
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,8.285690612312537e-05
1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0352970420084514
1.0,0.5,0.0,0.5,0.0,0.0,0.1,0.28022205650841
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0162399536001325
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.013919960228685
0.0,0.5,1.0,0.5,0.0,0.0,0.1,0.1450410141685309
1.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.15,0.0247327864777529
1.0,0.75,0.0,0.0,0.0,0.0,0.05,0.1129753914988814
0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0256442124451073
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0488441461595824
1.0,0.5,1.0,0.5,1.0,0.0,0.05,0.0214185102328279
1.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.15,0.2269450658712403
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.1367138951031568
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.05,0.0164885243185019
1.0,0.5,1.0,0.0,0.0,0.0,0.0666666666666666,0.0522412793106305
0.0,1.0,0.0,0.5,0.0,0.0,0.05,0.2262822106222553
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1285939183030905
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0666583809760543
1.0,0.75,0.0,0.5,0.0,0.0,0.1,0.0841411881680338
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.031071339796172
1.0,0.5,1.0,0.0,1.0,0.0,0.05,0.0181042339879028
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1440467312950534
1.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0160742397878863
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.1195625155356698
0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0602369707515121
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.008617118236805
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0158670975225785
0.0,0.5,1.0,0.5,0.0,0.1666666666666666,0.05,0.0262656392410307
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0413041677023779
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0304913414533101
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0439141602452564
0.0,0.75,1.0,0.0,0.0,0.5,0.2,0.0224956500124285
1.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.15,0.0850940425884497
1.0,0.75,1.0,0.0,0.0,0.0,0.05,0.1204325130499627
1.0,0.75,0.0,0.0,0.0,0.1666666666666666,0.2,0.0497141436738752
1.0,0.75,0.0,0.5,0.0,0.0,0.2,0.0500869997514292
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.0113099676858066
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0044328444775872
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.5030242770734941
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0257684978042919
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1000497141436738
0.0,0.5,1.0,0.0,0.0,0.0,0.2,0.0739497887148893
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0730797912005965
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.2054436987322893
1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1184439473030077
1.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0260584969757229
1.0,0.5,1.0,0.0,1.0,0.0,0.05,0.1512138536747037
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0309056259839257
1.0,0.5,1.0,0.0,1.0,0.1666666666666666,0.05,0.1123953931560195
1.0,0.25,1.0,0.0,0.0,0.0,0.05,0.2975391498881432
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.01193139448173
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.015245670726655
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0685226613638246
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.2867263236390753
1.0,0.25,1.0,0.5,0.0,0.0,0.1,0.0064214102245422
0.0,0.5,1.0,0.5,0.0,0.0,0.15,0.0699312287679178
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.2261579252630706
1.0,0.25,1.0,0.0,1.0,0.0,0.05,0.0128428204490844
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.078341204739415
0.0,0.25,0.0,0.0,1.0,0.0,0.15,0.0978125776783494
0.0,0.75,0.0,0.5,0.0,0.0,0.1,0.0784654900985997
0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0110613969674372
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0069599801143425
1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.017897091722595
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0040185599469715
1.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.05,0.0133813903388847
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0214185102328279
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0823597646863866
1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0556798409147402
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0615626812494821
