gender,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,sum_click,weighted_score
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.042339879028917,0.7382178217821782
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.00662855248985,0.5891919191919192
0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.05,0.0264313530532769,0.7954545454545454
0.0,0.5,0.0,0.0,1.0,0.0,0.15,0.0751512138536747,0.8321999999999999
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0041014168530947,0.59
0.0,0.25,0.0,0.5,0.0,0.0,0.1,0.5069599801143425,0.8629000000000001
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0899411715966525,0.8284999999999999
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1049797000579998,0.8774390243902439
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0451570138371033,0.8
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0323141933880188,0.7825806451612904
0.0,0.5,1.0,0.5,0.0,0.0,0.15,0.0153699560858397,0.4396039603960397
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.15,0.0095285442041594,0.5895348837209302
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.006338553318419,0.7673076923076922
0.0,0.25,0.0,0.5,0.0,0.1666666666666666,0.15,0.1846880437484464,0.7539506172839506
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0079128345347584,0.80625
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0370784654900986,0.8111
0.0,0.25,1.0,0.5,1.0,0.1666666666666666,0.15,0.0058828403347419,0.4312371134020618
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0320656226696495,0.7606999999999999
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0120142513878531,0.7084999999999999
0.0,0.25,1.0,0.0,1.0,0.3333333333333333,0.05,0.0368298947717292,0.6866
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.066119811086254,0.8576
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0024857071836937,0.6763366336633664
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0749026431353053,0.8748514851485149
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0677355207556549,0.8482
0.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.125,0.0121385367470378,0.7142857142857143
0.0,0.5,0.0,0.5,0.0,0.1666666666666666,0.15,0.0263899246002154,0.795
0.0,0.25,1.0,0.0,0.0,0.3333333333333333,0.05,0.0068771232082194,0.7145999999999999
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0156599552572706,0.59
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0231999337144751,0.6845121951219513
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.029745629298202,0.6848000000000001
0.0,0.75,1.0,0.5,0.0,0.0,0.15,0.0410970254370701,0.7976000000000001
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0142513878531775,0.8626999999999999
1.0,0.5,1.0,0.5,1.0,0.0,0.05,0.0628883917474521,0.9795
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0245256442124451,0.8215
0.0,0.5,1.0,0.0,1.0,0.0,0.05,0.0241942165879526,0.7106
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.2101251139282459,0.7555445544554454
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0257270693512304,0.8489
0.0,0.25,1.0,0.0,1.0,0.0,0.1,0.0657055265556384,0.7252
1.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0176070925511641,0.705940594059406
0.0,0.25,1.0,0.0,1.0,0.0,0.15,0.007001408567404,0.8418000000000001
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0060485541469881,0.7659183673469387
0.0,0.5,1.0,0.0,1.0,0.0,0.1,0.0305327699063716,0.6118292682926829
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0440798740575026,0.9193
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1368796089154031,0.8713
1.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0382384621758223,0.7151851851851851
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0218327947634435,0.6966336633663366
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0083271190653741,0.6181818181818182
1.0,0.75,1.0,0.5,0.0,0.1666666666666666,0.15,0.0113099676858066,0.6010975609756097
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0199685143756732,0.2636507936507936
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.3697075151213854,0.8981999999999999
0.0,0.75,0.0,0.0,0.0,0.0,0.15,0.0596155439555887,0.8643564356435643
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0117656806694838,0.7649206349206349
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0069599801143425,0.6584
0.0,0.75,1.0,0.5,0.0,0.0,0.05,0.044328444775872,0.7756000000000001
0.0,0.25,1.0,0.0,0.0,0.0,0.3666666666666666,0.0107299693429447,0.8464935064935065
0.0,0.75,0.0,0.0,0.0,0.0,0.15,0.0193470875797497,0.6906349206349206
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0038942745877868,0.72
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0026928494490015,0.4866666666666666
0.0,0.25,1.0,0.0,1.0,0.0,0.05,0.0038942745877868,0.6333333333333333
0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0269284944900157,0.7635
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0081614052531278,0.5000990099009901
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0108128262490678,0.7579
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0555555555555555,0.7331683168316832
0.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0207556549838429,0.7909999999999999
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0637169608086834,0.7064356435643565
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0257270693512304,0.6838709677419356
0.0,0.25,1.0,0.0,0.0,0.0,0.2,0.0992211450824426,0.6044554455445544
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0011599966857237,0.56125
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0133399618858231,0.7523000000000001
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0268456375838926,0.8451000000000001
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0380313199105145,0.6792079207920793
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0336813323390504,0.7535643564356436
0.0,0.25,0.0,0.5,0.0,0.0,0.15,0.0600712569392658,0.9107
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0626398210290827,0.6995049504950495
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.0118485375756069,0.8214285714285714
0.0,0.25,1.0,0.0,1.0,0.0,0.1,0.0024442787306321,0.68
0.0,0.25,1.0,0.0,0.0,0.3333333333333333,0.05,0.00662855248985,0.6676000000000001
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0227027922777363,0.675
0.0,0.25,1.0,0.5,1.0,0.0,0.25,0.135181042339879,0.807920792079208
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0108542547021294,0.474320987654321
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0021542795592012,0.73
0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.1,0.0417598806860551,0.6465853658536586
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0022785649183859,0.79
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0550584141188168,0.7946341463414635
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0126356781837766,0.641010101010101
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0141685309470544,0.5914
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0096114011102825,0.6297619047619049
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0153285276327781,0.5991089108910891
0.0,0.25,0.0,0.5,1.0,0.0,0.05,0.0235727897920291,0.7370731707317073
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0639241030739912,0.7213861386138614
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0060485541469881,0.674
0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0364570386941751,0.6886138613861387
0.0,0.25,0.0,0.0,1.0,0.0,0.05,0.0364156102411135,0.8202439024390245
0.0,0.25,0.0,0.5,0.0,0.1666666666666666,0.05,0.0358356118982517,0.721829268292683
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0213356533267047,0.7783
0.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0428370204656558,0.8828571428571429
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0016571381224625,0.7536842105263157
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0142513878531775,0.6998989898989899
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0366641809594829,0.5554455445544554
0.0,0.5,1.0,0.5,1.0,0.1666666666666666,0.15,0.0184356616123953,0.6606329113924051
0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.074736929323059,0.8109900990099009
0.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.15,0.0942911591681166,0.8976999999999999
1.0,0.5,1.0,0.5,0.0,0.1666666666666666,0.05,0.0316927665920954,0.6688118811881187
0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.05,0.0097771149225287,0.4838636363636363
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0034799900571712,0.4488636363636363
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0244013588532604,0.7341584158415841
0.0,0.5,1.0,0.0,0.0,0.0,0.2,0.032769906371696,0.8540243902439024
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0045157013837103,0.6617000000000001
0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.05,0.01723423647361,0.6793939393939393
1.0,0.25,1.0,0.0,0.0,0.3333333333333333,0.05,0.0016571381224625,0.5
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0341784737757892,0.5465116279069768
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0146242439307316,0.4852475247524752
0.0,0.75,1.0,0.5,0.0,0.0,0.05,0.0384456044411301,0.9030487804878048
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0093214019388516,0.4568686868686868
0.0,0.25,1.0,0.0,0.0,0.3333333333333333,0.15,0.0395641726737923,0.515841584158416
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0177728063634103,0.7891358024691358
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1261082111193968,0.6565346534653466
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0559284116331096,0.6455445544554455
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.1297953434418758,0.8823170731707317
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0699726572209793,0.806930693069307
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0081199768000662,0.6504166666666668
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0672798077719778,0.7287128712871287
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0164470958654403,0.7202970297029703
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.01590852597564,0.775609756097561
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0401441710166542,0.7829268292682927
0.0,0.5,1.0,0.0,0.0,0.0,0.25,0.0007871406081696,0.55
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0415527384207473,0.7651
0.0,0.25,1.0,0.5,0.0,0.0,0.15,0.0084099759714972,0.5660975609756097
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0439141602452564,0.6197979797979798
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0318170519512801,0.7651219512195122
0.0,0.25,0.0,0.0,0.0,0.0,0.15,0.0510812826249067,0.5827722772277227
0.0,0.5,1.0,0.5,0.0,0.0,0.15,0.0484298616289667,0.8595999999999999
0.0,0.5,0.0,0.5,1.0,0.0,0.05,0.1576766923523075,0.8371287128712871
1.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0051371281796337,0.6916455696202531
1.0,0.25,0.0,0.5,0.0,0.0,0.05,0.0359184688043748,0.649009900990099
0.0,0.75,0.0,0.0,0.0,0.0,0.15,0.0197199436573038,0.8008536585365853
0.0,0.25,1.0,0.0,0.0,0.0,0.2,0.003024277073494,0.7
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.01590852597564,0.7741975308641975
0.0,0.25,0.0,0.5,0.0,0.3333333333333333,0.25,0.020838511889966,0.5274193548387097
0.0,0.25,0.0,0.5,0.0,0.0,0.05,0.004639986742895,0.6725
0.0,0.25,0.0,0.5,1.0,0.0,0.05,0.0273427790206313,0.7208910891089109
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0123456790123456,0.7333333333333333
0.0,0.75,1.0,0.5,0.0,0.0,0.05,0.0188085176899494,0.615909090909091
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0715469384373187,0.9034146341463416
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0164470958654403,0.7340000000000001
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.021501367138951,0.6133663366336634
0.0,0.25,1.0,0.0,0.0,0.0,0.1,0.0279642058165548,0.9174257425742576
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0678183776617781,0.7892079207920792
0.0,0.25,1.0,0.5,0.0,0.0,0.15,0.0070428370204656,0.3333
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0017399950285856,0.5377227722772278
0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.031444195873726,0.873
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1550666998094291,0.7625
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0219570801226282,0.6254545454545455
0.0,0.75,0.0,0.5,0.0,0.5,0.05,0.0007042837020465,0.63
1.0,0.25,0.0,0.5,0.0,0.0,0.15,0.1034882757477835,0.6573
0.0,0.25,1.0,0.0,0.0,0.6666666666666666,0.25,0.0049299859143259,0.661311475409836
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0204242273593504,0.6094059405940594
0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.25,0.0101085425470212,0.6313
0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.0228685060899826,0.6960396039603961
0.0,0.75,1.0,0.5,0.0,0.0,0.05,0.0419670229513629,0.7886
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.00927997348579,0.6907
0.0,0.25,1.0,0.5,0.0,0.5,0.05,0.001035711326539,0.8
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0102742563592675,0.6658585858585859
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0244013588532604,0.8060606060606061
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.1073411218825089,0.8131999999999999
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0066699809429115,0.6774193548387096
0.0,0.25,1.0,0.0,1.0,0.0,0.05,0.0094042588449747,0.6585148514851485
0.0,0.75,1.0,0.5,0.0,0.0,0.15,0.0080371198939431,0.8079000000000001
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.1044411301681995,0.7754000000000001
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.039025602783992,0.7788888888888889
0.0,0.5,1.0,0.0,0.0,0.3333333333333333,0.05,0.007291407738835,0.823
0.0,0.75,1.0,0.5,0.0,0.0,0.05,0.0459855828983345,0.7525
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0207142265307813,0.7885
0.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.05,0.0643798160576684,0.6638613861386139
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0300356284696329,0.772560975609756
0.0,0.5,1.0,0.5,0.0,0.0,0.15,0.0180213770817797,0.6615000000000001
0.0,0.25,1.0,0.5,0.0,0.1666666666666666,0.05,0.020175656640981,0.7083333333333333
0.0,0.5,0.0,0.5,0.0,0.1666666666666666,0.15,0.0313199105145413,0.8170000000000001
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.038362747535007,0.4966336633663367
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0047642721020797,0.7784848484848484
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0070842654735272,0.7218518518518519
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0486784323473361,0.6459
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0169856657552407,0.7084146341463415
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0152870991797166,0.6786885245901639
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0077885491755737,0.6158415841584159
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0009114259673543,0.3941666666666665
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0100256856408981,0.7326732673267327
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0138785317756234,0.68475
0.0,0.75,0.0,0.0,0.0,0.0,0.1,0.0192642306736266,0.7476237623762377
0.0,0.25,1.0,0.0,0.0,0.3333333333333333,0.35,0.0062142679592344,0.9333333333333332
0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0101499710000828,0.6647727272727273
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0688955174413787,0.7548780487804878
1.0,0.25,1.0,0.5,1.0,0.0,0.05,0.0481812909105974,0.4595049504950495
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0338470461512967,0.6949
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1175739497887149,0.8515999999999999
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0825254784986328,0.7392
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.3606346839009031,0.8813
1.0,0.25,0.0,0.0,0.0,0.0,0.05,0.040351313281962,0.7854000000000001
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0047228436490181,0.7820833333333332
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0100256856408981,0.4363492063492063
0.0,0.25,0.0,0.5,0.0,0.1666666666666666,0.25,0.0430441627309636,0.6338383838383838
0.0,0.5,0.0,0.5,1.0,0.1666666666666666,0.05,0.0057585549755572,0.5876829268292683
1.0,0.25,1.0,0.5,0.0,0.1666666666666666,0.275,0.1006711409395973,0.64
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0410555969840086,0.5753465346534654
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0263484961471538,0.8195
0.0,0.5,0.0,0.0,0.0,0.1666666666666666,0.05,0.0275084928328776,0.7416831683168317
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1082939763029248,0.8215
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.01458281547767,0.7647560975609755
0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0427955920125942,0.6414
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0157428121633938,0.7471951219512195
1.0,0.5,1.0,0.5,0.0,0.0,0.25,0.0132571049797,0.578076923076923
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0595741155025271,0.7334999999999999
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0256442124451073,0.7691463414634147
0.0,0.5,0.0,0.0,0.0,0.0,0.15,0.0077885491755737,0.4406
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0300770569226945,0.7218000000000001
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0379070345513298,0.7895
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.0279227773634932,0.7362000000000001
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.0128013919960228,0.5832558139534884
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0396056011268539,0.6693333333333333
0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0216670809511972,0.7584000000000001
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0082028337061894,0.6569135802469135
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0119728229347916,0.6230487804878049
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.1149225287927748,0.7325
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0179385201756566,0.6945454545454546
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.0024442787306321,0.4325757575757575
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.0081614052531278,0.6973999999999999
0.0,0.25,0.0,0.5,0.0,0.1666666666666666,0.15,0.086585466898666,0.6307936507936508
1.0,0.5,1.0,0.0,0.0,0.0,0.15,0.076725495070014,0.9321782178217822
1.0,0.25,0.0,0.0,0.0,0.1666666666666666,0.15,0.0303670560941254,0.8277
0.0,0.5,1.0,0.0,0.0,0.0,0.1,0.0219570801226282,0.77
1.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0535669898086005,0.8000990099009901
0.0,0.25,1.0,0.5,0.0,0.0,0.15,0.1008782832049051,0.8974
0.0,0.75,1.0,0.0,0.0,0.1666666666666666,0.15,0.0174828071919794,0.8684000000000001
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0286270610655398,0.8326732673267326
0.0,0.5,0.0,0.5,0.0,0.0,0.05,0.0461512967105808,0.8347524752475247
0.0,0.25,0.0,0.0,0.0,0.6666666666666666,0.15,0.0026099925428784,0.6
1.0,0.75,0.0,0.5,0.0,0.0,0.15,0.0202585135471041,0.799009900990099
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.15,0.0104813986245753,0.35
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0389841743309304,0.7346534653465346
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0291656309553401,0.755940594059406
0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.0017814234816471,0.66125
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0270527798492004,0.4931683168316831
0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0252299279144916,0.8998999999999999
0.0,0.25,1.0,0.5,0.0,0.0,0.05,0.0417598806860551,0.5361386138613862
0.0,0.25,0.0,0.0,0.0,0.0,0.05,0.017897091722595,0.5921951219512195
0.0,0.25,1.0,0.0,0.0,0.1666666666666666,0.05,0.0664926671638081,0.7218811881188119
0.0,0.5,1.0,0.0,0.0,0.0,0.1,0.0084928328776203,0.6246
0.0,1.0,0.0,0.5,0.0,0.0,0.25,0.0252299279144916,0.8786
0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.0477670063799817,0.8053658536585365
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0229513629961057,0.7283838383838384
0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0058828403347419,0.6875
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0003314276244925,0.4115384615384615
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0206313696246582,0.5783168316831683
0.0,0.5,1.0,0.0,0.0,0.1666666666666666,0.15,0.0111028254204988,0.6067901234567902
0.0,0.75,0.0,0.5,0.0,0.0,0.05,0.0727897920291656,0.7366336633663366
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0372027508492832,0.821829268292683
0.0,0.5,1.0,0.5,0.0,0.1666666666666666,0.0666666666666666,0.0307399121716795,0.4820987654320987
0.0,0.5,1.0,0.0,0.0,0.0,0.15,0.0889054602701135,0.7454878048780488
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0905211699395144,0.8679207920792079
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0544369873228933,0.4996039603960397
0.0,0.25,1.0,0.0,0.0,0.0,0.05,0.0408070262656392,0.789
0.0,0.25,1.0,0.5,0.0,0.1666666666666666,0.05,0.0044328444775872,1.0
0.0,0.25,1.0,0.0,0.0,0.3333333333333333,0.05,0.0396056011268539,0.7358139534883721
1.0,0.5,1.0,0.0,0.0,0.0,0.05,0.000662855248985,0.6647619047619048
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.053898417433093,0.6451485148514852
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0573784074902643,0.8892682926829267
0.0,0.25,1.0,0.0,0.0,0.0,0.15,0.0033971331510481,0.644795918367347
0.0,0.5,1.0,0.5,0.0,0.0,0.05,0.1665838097605435,0.7077
0.0,0.75,1.0,0.0,0.0,0.0,0.05,0.0646698152290993,0.7875308641975309
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0072085508327119,0.7997530864197531
0.0,0.5,1.0,0.0,0.0,0.0,0.05,0.0402684563758389,0.6816
0.0,0.5,0.0,0.5,0.0,0.0,0.15,0.0793769160659541,0.8965000000000001
